CAS,FOUND_BY,DTXSID,PREFERRED_NAME,AVERAGE_MASS,MOLECULAR_FORMULA,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,OPERA_PKAA_OPERA_PRED,OPERA_PKAB_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
34256-82-1,CASRN,DTXSID8023848,Acetochlor,269.77,C14H20ClNO2,18.578,338.331,2.22331E-05,1.109,0.644,0.000022856,193.475,20.54,0.459,0.00390841,N/A,144.967,3.05492E-05,39.355,6.99842E-06,0.000796159,1.70E-11,59.6099,4.88397,299.538,9.95E-09,0.124656,9.72039,209.152,3.03176,19.0669,N/A,N/A,0.000015375,0.000893355
3424-82-6,CASRN,DTXSID4022313,"o,p'-DDE",318.02,C14H8Cl4,16557.7,364.067,7.52E-08,1.448,0.477,2.82E-07,188.514,94.49,-0.311,0.00102802,N/A,N/A,2.12814E-06,15.8125,4.31519E-06,2.37E-07,7.05E-13,11763.8,16.3993,336.122,3.36504E-05,89.2863,9.44218,307057,6.22675,89.9398,N/A,N/A,6.15587E-06,4.33E-07
34014-18-1,CASRN,DTXSID3024316,Tebuthiuron,228.31,C9H16N4OS,9.18333,340.382,0.00011722,1.306,0.583,N/A,200.928,121.539,N/A,0.00688652,N/A,N/A,N/A,N/A,5.64E-07,0.00409261,1.78E-11,3.67787,4.69326,323.037,1.20E-10,0.125541,10.158,67.7834,1.78757,168.432,N/A,N/A,0.000002003,0.0108377
3397-62-4,CASRN,DTXSID1037806,"6-Chloro-1,3,5-triazine-2,4-diamine",145.55,C3H4ClN5,1.65577,277.429,9.09913E-05,1.574,0.628,0.00270396,229.041,224.585,0.176,0.00623735,N/A,N/A,0.00537032,N/A,5.8479E-06,0.0302691,6.20E-12,2.87547,8.35163,317.069,1.12E-07,0.1527,8.06364,32.1556,0.412903,244.913,N/A,N/A,7.03E-09,0.00416185
3380-34-5,CASRN,DTXSID5032498,Triclosan,289.54,C12H7Cl3O2,1698.24,369.746,8.32E-07,1.523,0.627,4.06E-07,168.637,140.93,0.402,4.67735E-05,N/A,131.73,2.68534E-06,N/A,4.52898E-06,4.53942E-06,1.74E-11,52.8927,4.50619,342.341,6.52E-10,0.444158,10.5464,36570.1,4.7624,55.8132,N/A,N/A,2.46E-07,3.44842E-05
3376-94-1,CASRN,DTXSID10273960,Norpropoxyphene,325.452,C21H27NO2,176.198,376.838,5.45758E-06,1.026,0.689,3.84592E-06,202.448,73.948,-0.054,0.00143219,40.798,145.938,8.62979E-06,10.2094,2.88E-07,5.76766E-06,2.40E-11,152.784,3.35194,358.4,3.97E-09,2.1317,10.94,610.918,3.84773,87.7724,N/A,N/A,4.72E-07,3.78905E-06
33665-90-6,CASRN,DTXSID0048006,Acesulfame,163.15,C4H5NO4S,N/A,N/A,0.00460257,1.407,0.669,0.00141254,133.41,110.46,0.898,0.0054325,N/A,N/A,N/A,N/A,N/A,0.402717,1.88E-11,2.24306,4.29362,235.691,1.11E-08,0.110271,5.97346,22.5313,0.123978,123.232,N/A,N/A,6.27334E-05,0.12403
33629-47-9,CASRN,DTXSID3032337,Butralin,295.339,C14H21N3O4,99.77,359.842,3.53183E-06,1.234,0.964,7.10E-07,173.402,88.177,0.137,0.0018578,N/A,142.577,3.84592E-06,24.6604,8.91E-07,9.7051E-06,1.38E-11,508.208,3.55332,336.003,8.00E-07,1.23076,10.3103,9539.45,4.92938,60.0555,N/A,N/A,1.27506E-05,2.28793E-06
33543-31-6,CASRN,DTXSID2074823,"Fluoranthene, 2-methyl-",216.283,C17H12,476.431,399.429,1.33045E-06,1.217,0.806,7.29E-07,172.165,142.605,0.601,0.00331894,N/A,121.678,0.000013122,N/A,4.89E-07,2.79E-07,3.31E-11,1693.19,51.539,414.084,0.000011292,1.42661,8.99914,101138,5.47365,153.871,N/A,N/A,5.77E-07,1.25E-07
3337-71-1,CASRN,DTXSID8023890,Asulam,230.24,C8H10N2O4S,0.879023,N/A,N/A,1.426,1.062,N/A,238.632,150.147,0.033,0.00862979,N/A,N/A,N/A,N/A,5.65E-07,0.00475335,1.21E-11,2.50573,4.63676,254.816,1.67E-10,0.10489,8.13608,39.7139,-0.267172,144.055,N/A,N/A,2.16E-09,0.553291
333-41-5,CASRN,DTXSID9020407,Diazinon,304.34,C12H21N2O3PS,94.189,N/A,6.11E-09,1.17,0.609,9.7499E-06,172.928,2.942,0.26,0.000586138,N/A,N/A,N/A,N/A,0.000076913,7.39605E-05,1.76E-11,70.7854,4.75886,343.403,1.13E-07,1.17708,9.83215,561.251,3.80885,19.9722,N/A,N/A,8.98517E-05,0.00015535
33213-65-9,CASRN,DTXSID8037540,Endosulfan II,406.9,C9H6Cl6O3S,N/A,318.635,4.39542E-06,1.81,0.484,3.29E-07,226.687,87.278,N/A,0.000368129,N/A,N/A,N/A,N/A,7.16E-07,7.31139E-06,7.30E-12,3.9244,15.8443,364.832,2.41726E-05,5.4492,8.81202,12875,3.82812,106.051,N/A,N/A,1.73E-07,1.01471E-06
330-55-2,CASRN,DTXSID2024163,Linuron,249.09,C9H10Cl2N2O2,N/A,304.222,N/A,1.412,0.569,N/A,N/A,100.995,0.605,0.00564937,N/A,N/A,N/A,N/A,6.79E-07,0.000829851,1.02E-11,17.9046,3.53073,323.046,1.12E-09,0.107149,9.92762,499.316,3.19781,93.0319,N/A,N/A,1.44787E-06,0.000289987
330-54-1,CASRN,DTXSID0020446,Diuron,233.09,C9H10Cl2N2O,22.9087,298.055,1.78649E-05,1.366,0.759,8.41395E-05,157.137,140.46,0.027,0.00470977,N/A,N/A,N/A,13.1826,8.28E-07,0.00027227,1.20E-11,14.1888,4.50986,323.021,1.53E-09,0.0356043,9.95684,250.231,2.6782,157.942,N/A,N/A,6.92E-08,0.000173803
32428-71-0,CASRN,DTXSID60186172,"Acetamide, 2-chloro-N-(2-ethyl-6-methylphenyl)-",211.69,C11H14ClNO,8.74984,314.113,4.38531E-05,1.123,0.591,2.79898E-05,161.047,88.454,0.624,0.00594292,N/A,141.316,0.000143549,27.2898,7.6913E-06,0.000683912,1.39E-11,93.889,3.33083,317.298,1.85E-09,0.0946244,9.52237,81.7897,2.20366,87.5789,N/A,N/A,1.78E-07,0.000458043
319-86-8,CASRN,DTXSID5024134,delta-Hexachlorocyclohexane,290.81,C6H6Cl6,157.761,272.3,4.37522E-05,1.579,0.229,2.11836E-06,132.318,69.556,0.233,0.00127938,41.103,90.551,N/A,10.3039,0.016293,2.81838E-05,1.66E-13,1100.89,18.6094,236.383,3.21199E-06,31.0392,8.09186,1479.84,3.71918,76.7268,N/A,N/A,4.24436E-05,1.53011E-05
319-85-7,CASRN,DTXSID7020685,beta-Hexachlorocyclohexane,290.81,C6H6Cl6,157.761,272.3,4.37522E-05,1.579,0.229,2.11836E-06,132.318,69.556,0.233,0.00127938,41.103,90.551,N/A,10.3039,0.016293,4.84172E-05,1.66E-13,1100.89,18.6094,236.383,3.21199E-06,31.0392,8.09186,1479.84,3.71918,76.7268,N/A,N/A,4.24436E-05,1.53011E-05
319-84-6,CASRN,DTXSID2020684,"alpha-1,2,3,4,5,6-Hexachlorocyclohexane",290.81,C6H6Cl6,157.761,276.233,4.37522E-05,1.579,0.229,2.11836E-06,132.318,69.556,0.233,0.00127938,41.103,90.551,N/A,10.3039,0.0106905,4.84172E-05,1.66E-13,1100.89,18.6094,236.383,3.21199E-06,31.0392,8.09186,1479.84,3.71918,76.7268,N/A,N/A,4.24436E-05,1.53011E-05
31972-44-8,CASRN,DTXSID3037547,Fenamiphos sulfone,335.35,C13H22NO5PS,N/A,N/A,1.53E-07,1.2,0.931,N/A,202.847,42.948,0.481,N/A,N/A,N/A,N/A,N/A,1.58855E-06,0.00149279,1.78E-11,1.88985,3.81707,332.724,3.78E-07,0.95985,11.2299,43.6838,3.07043,66.6588,N/A,N/A,1.66256E-06,0.00185391
31972-43-7,CASRN,DTXSID8037548,Fenamiphos sulfoxide,319.36,C13H22NO4PS,N/A,N/A,2.98E-07,1.207,0.915,N/A,194.131,73.437,0.365,N/A,N/A,N/A,N/A,N/A,8.95E-07,0.0121339,1.74E-11,1.50576,4.22743,332.393,3.86E-07,1.01102,10.5962,37.2815,2.49607,68.1909,N/A,N/A,9.26E-07,0.0032416
318-98-9,CASRN,DTXSID3021198,Propranolol hydrochloride,295.81,C16H22ClNO2,24.2103,380.936,7.74462E-05,1.072,0.69,3.74111E-05,181.807,100.306,0.113,0.00566239,40.248,154.193,3.98107E-05,32.3594,1.32E-07,0.00014388,2.79E-11,8.09687,3.34487,309.347,1.44E-09,0.469422,8.39921,260.406,0.165576,164.029,N/A,N/A,2.91E-08,0.00188965
314-40-9,CASRN,DTXSID4022020,Bromacil,261.119,C9H13BrN2O2,3.5156,315.49,9.72747E-06,1.736,0.87,0.000522396,150.556,149.513,0.514,0.00476431,N/A,N/A,N/A,N/A,4.02E-07,0.00179473,1.72E-11,3.23282,4.88671,290.808,1.34227E-06,0.0469187,8.41175,39.8863,2.10931,158.002,N/A,N/A,3.09E-07,0.00308373
